BuildingAddress,Country,State,ZIP,City,Neighborhood,Status2010,Status2011,Status2012,Status2013,Latitude,Longitude
460 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77153542,-122.4094002
460 BRYANT ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.78228903,-122.3951961
460 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77454872,-122.3988082
4601 3RD ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73609286,-122.3897871
4610 MISSION ST,USA,CA,94112,San Francisco,Outer Mission,NA,NA,DidNotComply,DidNotComply,37.72448186,-122.4353149
462 BRYANT ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78214336,-122.3953797
465 6TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77672642,-122.4027794
472 TOWNSEND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77366592,-122.3994331
4699 3RD ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73571543,-122.3901394
470 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77286536,-122.4076331
470 ALABAMA ST,USA,CA,94110,San Francisco,Mission,NA,NA,Complied,DidNotComply,37.76326193,-122.4125584
470 COLUMBUS AVE,USA,CA,94133,San Francisco,North Beach,NA,NA,Complied,Complied,37.79943948,-122.4084184
470 PACIFIC AVE,USA,CA,94133,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.7975711,-122.4033952
471 PINE ST,USA,CA,94104,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79162048,-122.4036937
474 OFARRELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Exempt - Vacant,Exempt - Vacant,37.78609261,-122.4126687
474 Valencia St.,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,DidNotComply,Complied,37.76541528,-122.4223962
475 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.7800651,-122.3982179
475 6TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77657974,-122.4026009
475 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77868808,-122.3952736
475 Valencia St,USA,CA,94103,San Francisco,Mission,NA,NA,Complied,Complied,37.76535855,-122.421741
476 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.7870283,-122.4110325
4767 MISSION ST,USA,CA,94112,San Francisco,Excelsior,NA,NA,DidNotComply,DidNotComply,37.7221019,-122.4367812
48 STOCKTON ST,USA,CA,94108,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.7863124,-122.4060563
480 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78319554,-122.3942502
480 Sutter St,USA,CA,94108,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78944088,-122.4083744
4800 MISSION ST,USA,CA,94112,San Francisco,Outer Mission,NA,NA,DidNotComply,DidNotComply,37.72110703,-122.4378684
481 JESSIE ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.78148859,-122.4086401
4840 MISSION ST,USA,CA,94112,San Francisco,Outer Mission,NA,DidNotComply,Complied,Complied,37.72058755,-122.4383487
49 STEVENSON ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.78971893,-122.3994229
490 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.78305091,-122.394064
491 POST ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,Complied,37.78784026,-122.4096947
495 Cambridge St,USA,CA,94134,San Francisco,Excelsior,NA,Exempt - Vacant,Exempt - Vacant,DidNotComply,37.72572274,-122.4173163
495 DE HARO ST,USA,CA,94107,San Francisco,Potrero Hill,NA,NA,DidNotComply,DidNotComply,37.7637684,-122.401243
4950 MISSION ST,USA,CA,94112,San Francisco,Outer Mission,NA,Complied,DidNotComply,DidNotComply,37.71985986,-122.4389161
498 6TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77604546,-122.4025558
499 JACKSON ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79642836,-122.4032211
5 THOMAS MELLON CIR,USA,CA,94134,San Francisco,Bayview,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,37.71020973,-122.3938161
50 1ST ST,USA,CA,94105,San Francisco,Fidi,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,37.79039226,-122.3980705
50 BEALE ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79126052,-122.3963974
50 CALIFORNIA ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79400357,-122.3973984
50 DORMAN AVE,USA,CA,94124,San Francisco,Bayview,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.73998248,-122.4034973
50 FELL ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.7767214,-122.4188072
50 FREMONT ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79056609,-122.3972179
50 OAK ST,USA,CA,94102,San Francisco,Downtown/Civic Center,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.77556267,-122.4203446
50 OSGOOD PL,USA,CA,94133,San Francisco,Fidi,NA,Complied,Complied,Complied,37.79797418,-122.4028846
50 QUINT ST,USA,CA,94124,San Francisco,Bayview,NA,NA,Complied,DidNotComply,37.74631829,-122.3886171
500 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,NA,NA,NA,37.78279678,-122.3936751
500 FLORIDA ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.762593,-122.4114824
500 HOWARD ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78844613,-122.3967059
500 MENDELL ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.74014859,-122.3859436
500 MONTGOMERY ST,USA,CA,94111,San Francisco,Fidi,NA,NA,Complied,Complied,37.79403249,-122.4028112
500 SANSOME ST,USA,CA,94111,San Francisco,Fidi,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,Complied,37.79508699,-122.401273
500 Terry Francois Blvd,USA,CA,94158,San Francisco,South of Market,NA,NA,NA,NA,37.7703743,-122.3872675
500 3RD ST Ste. 505,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78090734,-122.395838
3175 18TH ST,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76189619,-122.4144117
501 3RD ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78131702,-122.3954422
501 ALABAMA ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76256404,-122.411872
501 DE HARO ST,USA,CA,94107,San Francisco,Potrero Hill,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.763411,-122.4010936
501 DE HARO ST,USA,CA,94107,San Francisco,Potrero Hill,NA,DidNotComply,DidNotComply,DidNotComply,37.76341329,-122.4010896
501 FILBERT ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80136623,-122.4079305
501 FOLSOM ST,USA,CA,94105,San Francisco,South of Market,NA,Complied,Complied,Complied,37.78695839,-122.3944602
501 FULTON ST,USA,CA,94102,San Francisco,Western Addition,NA,NA,DidNotComply,DidNotComply,37.77836454,-122.4252481
501 MENDELL ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.73996558,-122.3853728
501 2ND ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.78308714,-122.3933008
501 SOUTH VAN NESS AVE,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76491669,-122.4172692
505 MONTGOMERY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79390381,-122.4032981
505 SANSOME ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79507833,-122.4017811
5050 MISSION ST,USA,CA,94112,San Francisco,Outer Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.71776338,-122.4405079
507 CLEMENT ST,USA,CA,94118,San Francisco,Inner Richmond,NA,DidNotComply,DidNotComply,DidNotComply,37.78276797,-122.4646941
507 POLK ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,Complied,37.78153014,-122.4191319
51 FEDERAL ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,DidNotComply,DidNotComply,37.78353315,-122.3917013
511 HARRISON ST,USA,CA,94105,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78550249,-122.3930043
512 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.78271587,-122.3935752
515 FOLSOM ST,USA,CA,94105,San Francisco,South of Market,NA,Complied,Complied,DidNotComply,37.78671659,-122.3947357
517 WASHINGTON ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,Exempt - Vacant,37.79556837,-122.4020606
519 STEVENSON ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78127626,-122.4100752
520 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77909303,-122.3978724
520 TOWNSEND ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,Complied,DidNotComply,37.77336529,-122.4001909
5200 GEARY BLVD,USA,CA,94118,San Francisco,Inner Richmond,Complied,Complied,Complied,Complied,37.78084064,-122.4756981
522 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78260793,-122.3934466
5225 MISSION ST,USA,CA,94112,San Francisco,Crocker Amazon,NA,NA,DidNotComply,DidNotComply,37.71501466,-122.4420238
524 SUTTER ST,USA,CA,94108,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78934569,-122.4091411
525 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77945266,-122.3975202
525 6TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.7757179,-122.4016902
525 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,Complied,DidNotComply,37.77751307,-122.3970411
525 HARRISON ST,USA,CA,94105,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78536781,-122.393354
525 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79053245,-122.3991562
527 CASTRO ST,USA,CA,94114,San Francisco,Castro/Upper Market,NA,NA,DidNotComply,DidNotComply,37.76045729,-122.4349283
527 STEVENSON ST,USA,CA,94103,San Francisco,South of Market,NA,NA,NA,NA,37.78117648,-122.4101948
529 COMMERCIAL ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79422369,-122.4019406
5290 DIAMOND HEIGHTS BLVD,USA,CA,94131,San Francisco,Diamond Heights,Complied,Complied,DidNotComply,DidNotComply,37.74374505,-122.4391709
53 BLUXOME ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77657125,-122.3967428
53 STEVENSON ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78971845,-122.3992859
53 WAVERLY PL,USA,CA,94108,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.79407723,-122.4069936
530 5TH ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77687782,-122.400256
530 BUSH ST,USA,CA,94108,San Francisco,Chinatown,Complied,Complied,Complied,DidNotComply,37.79088428,-122.406026
530 HOWARD ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78805556,-122.3970505
530 JACKSON ST,USA,CA,94133,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79657351,-122.4041061
530 KEARNY ST,USA,CA,94111,San Francisco,Fidi,Exempt - Financial Distress,Exempt - Change in Ownership,DidNotComply,Complied,37.79334645,-122.4042137
531 BRYANT ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,Complied,37.78042121,-122.3964398
533 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78902535,-122.4091428
535 JESSIE ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78083981,-122.4098169
535 Pacific Ave,USA,CA,94133,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.79711263,-122.4041559
536 Mission St,USA,CA,94105,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78922594,-122.399008
538 6TH ST,USA,CA,94103,San Francisco,South of Market,NA,Complied,Complied,DidNotComply,37.77544808,-122.4019915
54 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77986301,-122.4117944
54 MINT ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78272291,-122.4080631
540 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77061847,-122.408207
540 BARNEVELD AVE,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.7405706,-122.4045104
560 9TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,Complied,37.77037472,-122.4079725
540 POWELL ST,USA,CA,94108,San Francisco,Downtown/Civic Center,NA,Complied,Complied,Complied,37.78980581,-122.4083525
541 8TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.77221953,-122.4062045
5420 GEARY BLVD,USA,CA,94121,San Francisco,Inner Richmond,NA,NA,Complied,DidNotComply,37.78075011,-122.477818
544 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.78242731,-122.3932318
544 GOLDEN GATE AVE,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78124871,-122.4198059
545 SANSOME ST,USA,CA,94111,San Francisco,Fidi,DidNotComply,Complied,Complied,Complied,37.79546059,-122.4018743
535 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,DidNotComply,37.7888595,-122.4092257
547 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78883808,-122.4093749
548 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77891353,-122.3976
11 WILLIAMS AVE,USA,CA,94124,San Francisco,Bayview,NA,NA,complied,DidNotComply,37.72937954,-122.3934811
51 GRANT AVE,USA,CA,94108,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.78744531,-122.4052492
55 GREEN ST,USA,CA,94111,San Francisco,North Beach,NA,Complied,Complied,DidNotComply,37.80036285,-122.4004955
55 HAWTHORNE ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78560189,-122.3986319
55 Sansome St.,USA,CA,94104,San Francisco,North Beach,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.79077492,-122.4007048
55 STOCKTON ST,USA,CA,94102,San Francisco,Downtown/Civic Center,Complied,Complied,Complied,DidNotComply,37.78633556,-122.4066928
55 UNION ST,USA,CA,94111,San Francisco,North Beach,NA,DidNotComply,DidNotComply,DidNotComply,37.80117581,-122.4010765
550 INDIANA ST,USA,CA,94107,San Francisco,Potrero Hill,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.7633086,-122.3917382
538 MONTGOMERY ST,USA,CA,94111,San Francisco,Fidi,Exempt - Change in Ownership,Complied,DidNotComply,DidNotComply,37.79472941,-122.4029015
550 SUTTER ST,USA,CA,94108,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78938926,-122.4095886
550 Terry Francois Street,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.76937119,-122.3869398
550 3RD ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,Complied,37.78045709,-122.395387
550 TOWNSEND ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.77304608,-122.4009867
553 PACIFIC AVE,USA,CA,94133,San Francisco,Fidi,NA,Exempt - Tenant Turnover,Exempt - Tenant Turnover,DidNotComply,37.79700573,-122.4045001
552 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77762487,-122.3980099
555 BEACH ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80685627,-122.4180519
555 CALIFORNIA ST,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79210994,-122.4039697
555 FULTON ST,USA,CA,94102,San Francisco,Western Addition,NA,DidNotComply,DidNotComply,DidNotComply,37.77819441,-122.4258058
555 MISSION ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,DidNotComply,DidNotComply,37.78850098,-122.3985981
555 POST ST,USA,CA,94102,San Francisco,Downtown/Civic Center,DidNotComply,Complied,DidNotComply,DidNotComply,37.78768325,-122.4109396
558 SACRAMENTO ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.7939923,-122.4023465
559 CLAY ST,USA,CA,94111,San Francisco,Fidi,NA,NA,Complied,Complied,37.79450002,-122.4025205
559 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.78882218,-122.4095267
56 12TH ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77335497,-122.4195295
56 Julian Ave,USA,CA,94103,San Francisco,Mission,NA,DidNotComply,DidNotComply,DidNotComply,37.76727512,-122.4213748
560 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77328359,-122.4040848
560 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,NA,NA,Complied,Complied,37.77736616,-122.3979845
560 MARKET ST,USA,CA,94104,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78994127,-122.4012787
560 Mission St,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.78869981,-122.3993678
560 PACIFIC AVE,USA,CA,94133,San Francisco,Fidi,NA,NA,Complied,Complied,37.79743537,-122.4046639
560 SACRAMENTO ST,USA,CA,94111,San Francisco,Fidi,NA,DidNotComply,Complied,DidNotComply,37.79411931,-122.4024221
564 6TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77503903,-122.4018565
564 BUSH ST,USA,CA,94108,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.79034415,-122.4064883
5644 GEARY BLVD,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,Complied,DidNotComply,37.78058277,-122.4802512
565 COMMERCIAL ST,USA,CA,94111,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.79408353,-122.4025865
565 SOUTH VAN NESS AVE,USA,CA,94110,San Francisco,Mission,NA,Complied,Complied,Complied,37.76426506,-122.4170766
5655 GEARY BLVD,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,DidNotComply,DidNotComply,37.77998903,-122.4802099
765 MORSE ST,USA,CA,94112,San Francisco,Crocker Amazon,NA,NA,Complied,DidNotComply,37.71029391,-122.4476025
570 BARNEVELD AVE,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.73929925,-122.4047949
570 JESSIE ST,USA,CA,94103,San Francisco,South of Market,NA,NA,Complied,DidNotComply,37.78082618,-122.4103144
570 MARKET ST,USA,CA,94104,San Francisco,Fidi,NA,NA,Complied,Complied,37.78981569,-122.4013376
570 TOWNSEND ST,USA,CA,94103,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77259667,-122.4013117
574 PACIFIC AVE,USA,CA,94133,San Francisco,Fidi,NA,NA,Complied,DidNotComply,37.79741057,-122.4048556
571 BROADWAY,USA,CA,94133,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.79770197,-122.4067957
575 6TH ST,USA,CA,94107,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.7756122,-122.400858
575 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,Complied,Complied,DidNotComply,37.78879834,-122.4097068
5757 GEARY BLVD,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,DidNotComply,DidNotComply,37.78002275,-122.4813192
5767 MISSION ST,USA,CA,94112,San Francisco,Crocker Amazon,NA,NA,DidNotComply,DidNotComply,37.7094647,-122.4495039
577 2ND ST,USA,CA,94107,San Francisco,South of Market,NA,Complied,DidNotComply,DidNotComply,37.78225879,-122.3922919
579 MARKET ST,USA,CA,94105,San Francisco,Fidi,NA,Exempt - Vacant,DidNotComply,DidNotComply,37.78940702,-122.400541
60 2ND ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,Complied,37.78840626,-122.4006957
580 California St,USA,CA,94104,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.792918,-122.4041657
580 GEARY ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78694647,-122.4129955
580 NORTH POINT ST,USA,CA,94133,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.80622329,-122.4167616
580 YORK ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.7620821,-122.4094329
5815 3RD ST,USA,CA,94124,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.72518076,-122.3941105
583 HOWARD ST,USA,CA,94105,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78689549,-122.3974384
589 HOWARD ST,USA,CA,94105,San Francisco,Fidi,NA,NA,Complied,Complied,37.7869319,-122.3977825
590 BAY ST,USA,CA,94133,San Francisco,North Beach,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.80553135,-122.4162409
595 MARKET ST,USA,CA,94105,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.78934211,-122.400751
595 SUTTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,Complied,Complied,37.78887388,-122.4099613
599 3rd St,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.78033927,-122.3943842
599 Skyline Blvd,USA,CA,94132,San Francisco,Lakeshore,DidNotComply,DidNotComply,DidNotComply,NA,37.70943811,-122.4946322
6 7TH ST,USA,CA,94103,San Francisco,South of Market,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78033002,-122.412392
60 BROADWAY,USA,CA,94111,San Francisco,North Beach,NA,NA,DidNotComply,DidNotComply,37.79902856,-122.399089
58 FEDERAL ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.78331169,-122.3920493
60 FRANCISCO ST,USA,CA,94133,San Francisco,North Beach,Complied,Complied,Complied,Complied,37.80607368,-122.406522
60 SPEAR ST,USA,CA,94105,San Francisco,Fidi,Exempt - Vacant,Exempt - Vacant,Complied,Complied,37.79257554,-122.3945728
600 ALABAMA ST,USA,CA,94110,San Francisco,Mission,NA,NA,DidNotComply,DidNotComply,37.76147737,-122.4123257
600 BATTERY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,Complied,37.79757681,-122.4006513
600 HARRISON ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,DidNotComply,37.7841996,-122.3959685
600 Toland St.,USA,CA,94124,San Francisco,Bayview,NA,DidNotComply,DidNotComply,DidNotComply,37.74367491,-122.3991338
600 TOWNSEND ST,USA,CA,94103,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77164613,-122.4026382
601 3RD ST,USA,CA,94107,San Francisco,Bayview,NA,NA,DidNotComply,DidNotComply,37.78008,-122.3937652
601 Brannan St,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77589526,-122.3987772
601 GRANT AVE,USA,CA,94108,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.79261579,-122.4061857
601 GRANT AVE,USA,CA,94108,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.7926183,-122.4061847
601 MCALLISTER ST,USA,CA,94102,San Francisco,Downtown/Civic Center,NA,NA,DidNotComply,DidNotComply,37.77987597,-122.4219298
700 7TH ST,USA,CA,94107,San Francisco,South of Market,Complied,Complied,Complied,Complied,37.77179178,-122.4016671
603 BATTERY ST,USA,CA,94111,San Francisco,Fidi,Complied,Complied,Complied,DidNotComply,37.79703194,-122.4011953
607 FRONT ST,USA,CA,94111,San Francisco,Fidi,NA,NA,Exempt - Vacant,NA,37.79715477,-122.3999117
608 FOLSOM ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78544979,-122.3973598
609 MARKET ST,USA,CA,94105,San Francisco,Fidi,NA,NA,DidNotComply,DidNotComply,37.78889413,-122.4014524
601 MISSION ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,DidNotComply,DidNotComply,37.78757789,-122.3997517
610 BRANNAN ST,USA,CA,94107,San Francisco,South of Market,NA,DidNotComply,DidNotComply,DidNotComply,37.77645989,-122.3992066
610 GEARY ST,USA,CA,94109,San Francisco,Downtown/Civic Center,NA,DidNotComply,DidNotComply,DidNotComply,37.78685499,-122.4137297
611 MISSION ST,USA,CA,94105,San Francisco,Fidi,NA,DidNotComply,DidNotComply,DidNotComply,37.78752014,-122.3998637
615 7TH ST,USA,CA,94103,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77296314,-122.4025401
616 DIVISADERO ST,USA,CA,94117,San Francisco,Western Addition,NA,DidNotComply,DidNotComply,DidNotComply,37.77536119,-122.4375426
616 GRANT AVE,USA,CA,94108,San Francisco,Chinatown,NA,NA,DidNotComply,DidNotComply,37.79311854,-122.4058931
617 BRYANT ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.7790393,-122.3983306
617 MISSION ST,USA,CA,94105,San Francisco,Fidi,DidNotComply,DidNotComply,DidNotComply,DidNotComply,37.78746754,-122.4000558
62 1ST ST,USA,CA,94105,San Francisco,Fidi,Exempt - Change in Ownership,Exempt - Change in Ownership,Exempt - Change in Ownership,Complied,37.78990501,-122.398319
620 4TH ST,USA,CA,94107,San Francisco,South of Market,NA,NA,DidNotComply,DidNotComply,37.77772874,-122.3964097
620 FOLSOM ST,USA,CA,94105,San Francisco,Fidi,NA,Complied,Complied,DidNotComply,37.78527482,-122.3975765
6221 GEARY BLVD,USA,CA,94121,San Francisco,Outer Richmond,NA,NA,DidNotComply,DidNotComply,37.77972648,-122.4861887
624 VALLEJO ST,USA,CA,94133,San Francisco,North Beach,NA,DidNotComply,DidNotComply,DidNotComply,37.798995,-122.4078708
